"feature","method.x","group1.x","group2.x","p_values.x","logFC","logCPM","Comparison","method.y","group1.y","group2.y","p_values.y","p_adjust","adj_method","pathway_name","pathway_description","pathway_class","pathway_map","pathway_class2","pathway_class3"
"ko04920","edgeR","Vermont","AMF_EBPR",0.00176543401613196,-0.549400804104229,11.1339006282485,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",0.00176543401613196,0.00477387769668336,"BH","Adipocytokine signaling pathway","Increased adipocyte volume and number are positively correlated with leptin production, and negatively correlated with production of adiponectin.","Organismal Systems; Endocrine system","Adipocytokine signaling pathway","Organismal Systems"," Endocrine system"
"ko04960","edgeR","Vermont","AMF_EBPR",0.0168492535157575,-2.50171001615419,-3.65988115661069,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",0.0168492535157575,0.0375214469048382,"BH","Aldosterone-regulated sodium reabsorption","Sodium transport across the tight epithelia of Na+ reabsorbing tissues such as the distal part of the kidney nephron and colon is the major factor determining total-body Na+ levels, and thus, long-term blood pressure. Aldosterone plays a major role in sodium and potassium metabolism by binding to epithelial mineralocorticoid receptors (MR) in the renal collecting duct cells localized in the distal nephron, promoting sodium resorption and potassium excretion. Aldosterone enters a target cell and binds MR, which translocates into the nucleus and regulates gene transcription. Activation of MR leads to increased expression of Sgk-1, which phosphorylates Nedd4-2, an ubiquitin-ligase which targets ENAC to proteosomal degradation. Phosphorylated Nedd4-2 dissociates from ENAC, increasing its apical membrane abundance. Activation of MR also leads to increased expression of Na+/K+-ATPase, thus causing a net increase in sodium uptake from the renal filtrate. The specificity of MR for aldosterone is provided by 11beta-HSD2 by the rapid conversion of cortisol to cortisone in renal cortical collecting duct cells. Recently, besides genomic effects mediated by activated MR, rapid aldosterone actions that are independent of translation and transcription have been documented.","Organismal Systems; Excretory system","Aldosterone-regulated sodium reabsorption","Organismal Systems"," Excretory system"
"ko04962","edgeR","Vermont","AMF_EBPR",4.6340765996868e-05,-3.74889923745961,-3.35034670340235,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",4.6340765996868e-05,0.000183288104315971,"BH","Vasopressin-regulated water reabsorption","In the kidney, the antidiuretic hormone vasopressin (AVP) is a critical regulator of water homeostasis by controlling the water movement from lumen to the interstitium for water reabsorption and adjusting the urinary water excretion. In normal physiology, AVP is secreted into the circulation by the posterior pituitary gland, in response to an increase in serum osmolality or a decrease in effective circulating volume. When reaching the kidney, AVP binds to V2 receptors on the basolateral surface of the collecting duct epithelium, triggering a G-protein-linked signaling cascade, which leads to water channel aquaporin-2 (AQP2) vesicle insertion into the apical plasma membrane. This results in higher water permeability in the collecting duct and, driven by an osmotic gradient, pro-urinary water then passes the membrane through AQP2 and leaves the cell on the basolateral side via AQP3 and AQP4 water channels, which are constitutively expressed on the basolateral side of these cells. When isotonicity is restored, reduced blood AVP levels results in AQP2 internalization, leaving the apical membrane watertight again.","Organismal Systems; Excretory system","Vasopressin-regulated water reabsorption","Organismal Systems"," Excretory system"
"ko04970","edgeR","Vermont","AMF_EBPR",0.00751183870745454,-0.552985192975566,-0.427985081017229,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",0.00751183870745454,0.0186040865184622,"BH","Salivary secretion","Saliva has manifold functions in maintaining the integrity of the oral tissues, in protecting teeth from caries, in the tasting and ingestion of food, in speech and in the tolerance of tenures, for example. Salivary secretion occurs in response to stimulation by neurotransmitters released from autonomic nerve endings. There are two secretory pathways: protein exocytosis and fluid secretion. Sympathetic stimulation leads to the activation of adenylate cyclase and accumulation of intracellular cAMP. The elevation of cAMP causes the secretion of proteins such as amylase and mucin. In contrast, parasympathetic stimulation activates phospholipase C and causes the elevation of intracellular Ca2+, which leads to fluid secretion; that is, water and ion transport. Ca2+ also induces amylase secretion, but the amount is smaller than that induced by cAMP.","Organismal Systems; Digestive system","Salivary secretion","Organismal Systems"," Digestive system"
"ko04971","edgeR","Vermont","AMF_EBPR",0.000208399381799445,0.74059715763896,0.778774545642187,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",0.000208399381799445,0.00069906121742852,"BH","Gastric acid secretion","Gastric acid is a key factor in normal upper gastrointestinal functions, including protein digestion and calcium and iron absorption, as well as providing some protection against bacterial infections. The principal stimulants of acid secretion at the level of the parietal cell are histamine (paracrine), gastrin (hormonal), and acetycholine (ACh; neurocrine). Stimulation of acid secretion typically involves an initial elevation of intracellular calcium and cAMP, followed by activation of protein kinase cascades, which trigger the translocation of the proton pump, H+,K+-ATPase, from cytoplasmic tubulovesicles to the apical plasma membrane and thereby H+ secretion into the stomach lumen.","Organismal Systems; Digestive system","Gastric acid secretion","Organismal Systems"," Digestive system"
"ko04972","edgeR","Vermont","AMF_EBPR",5.31366590602193e-56,-3.40005146863817,1.98646714354545,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",5.31366590602193e-56,4.69373821698603e-54,"BH","Pancreatic secretion","The pancreas performs both exocrine and endocrine functions. The exocrine pancreas consists of two parts, the acinar and duct cells. The primary functions of pancreatic acinar cells are to synthesize and secrete digestive enzymes. Stimulation of the cell by secretagogues such as acetylcholine (ACh) and cholecystokinin (CCK) causes the generation of an intracellular Ca2+ signal. This signal, in turn, triggers the fusion of the zymogen granules with the apical plasma membrane, leading to the polarised secretion of the enzymes. The major task of pancreatic duct cells is the secretion of fluid and bicarbonate ions (HCO3-), which neutralize the acidity of gastric contents that enter the duodenum. An increase in intracellular cAMP by secretin is one of the major signals of pancreatic HCO3- secretion. Activation of the CFTR Cl- channel and the CFTR-dependent Cl-/HCO3- exchange activities is responsible for cAMP-induced HCO3- secretion.","Organismal Systems; Digestive system","Pancreatic secretion","Organismal Systems"," Digestive system"
"ko04973","edgeR","Vermont","AMF_EBPR",3.90095909148383e-15,-1.40507052213904,7.45100331272802,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",3.90095909148383e-15,4.13501663697286e-14,"BH","Carbohydrate digestion and absorption","Dietary carbohydrate in humans and omnivorous animals is a major nutrient. The carbohydrates that we ingest vary from the lactose in milk to complex carbohydrates. These carbohydrates are digested to monosaccharides, mostly glucose, galactose and fructose, prior to absorption in the small intestine. Glucose and galactose are initially transported into the enterocyte by SGLT1 located in the apical brush border membrane and then exit through the basolateral membrane by either GLUT2 or exocytosis. In a new model of intestinal glucose absorption, transport by SGLT1 induces rapid insertion and activation of GLUT2 in the brush border membrane by a PKC betaII-dependent mechanism. Moreover, trafficking of apical GLUT2 is rapidly up-regulated by glucose and artificial sweeteners, which act through T1R2 + T1R3/alpha-gustducin to activate PLC-beta2 and PKC-beta II. Fructose is transported separately by the brush border GLUT5 and then released out of the enterocyte into the blood by GLUT2.","Organismal Systems; Digestive system","Carbohydrate digestion and absorption","Organismal Systems"," Digestive system"
"ko04976","edgeR","Vermont","AMF_EBPR",6.4726936194306e-49,-2.75745306818876,6.70330115472119,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",6.4726936194306e-49,3.43052761829822e-47,"BH","Bile secretion","Bile is a vital secretion, essential for digestion and absorption of fats and fat-soluble vitamins in the small intestine. Moreover, bile is an important route of elimination for excess cholesterol and many waste product, bilirubin, drugs and toxic compounds. Bile secretion depends on the function of membrane transport systems in hepatocytes and cholangiocytes and on the structural and functional integrity of the biliary tree. The hepatocytes generate the so-called primary bile in their canaliculi. Cholangiocytes modify the canalicular bile by secretory and reabsorptive processes as bile passes through the bile ducts. The main solutes in bile are bile acids, which stimulate bile secretion osmotically, as well as facilitate the intestinal absorption of dietary lipids by their detergent properties. Bile acids are also important signalling molecules. Through the activation of nuclear receptors, they regulate their own synthesis and transport rates.","Organismal Systems; Digestive system","Bile secretion","Organismal Systems"," Digestive system"
"ko05012","edgeR","Vermont","AMF_EBPR",4.91351483964743e-07,0.887971428469098,10.0030419314364,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",4.91351483964743e-07,2.4112619120492e-06,"BH","Parkinson disease","Parkinson disease (PD) is a progressive neurodegenerative movement disorder that results primarily from the death of dopaminergic (DA) neurons in the substantia nigra pars compacta (SNc). Both environmental factors and mutations in familial PD-linked genes such as SNCA, Parkin, DJ-1, PINK1 and LRRK2 are associated with PD pathogenesis. These pathogenic mutations and environmental factors are known to cause disease due to oxidative stress, intracellular Ca2+ homeostasis impairment, mitochondrial dysfunctions and altered protein handling compromising key roles of DA neuronal function and survival. The demise of DA neurons located in the SNc leads to a drop in the dopaminergic input to the striatum, which is hypothesized to impede movement by inducing hypo and hyper activity in striatal spiny projection neurons (SPNs) of the direct (dSPNs) and indirect (iSPNs) pathways in the basal ganglia, respectively.","Human Diseases; Neurodegenerative disease","Parkinson disease","Human Diseases"," Neurodegenerative disease"
"ko05016","edgeR","Vermont","AMF_EBPR",1.89420512045109e-06,0.840396582007607,10.6699324831411,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",1.89420512045109e-06,8.6545578779231e-06,"BH","Huntington disease","Huntington disease (HD) is an autosomal-dominant neurodegenerative disorder that primarily affects medium spiny striatal neurons (MSN). The symptoms are choreiform, involuntary movements, personality changes and dementia. HD is caused by a CAG repeat expansion in the IT15 gene, which results in a long stretch of polyglutamine (polyQ) close to the amino-terminus of the HD protein huntingtin (Htt). Mutant Htt (mHtt) has effects both in the cytoplasm and in the nucleus. Full-length huntingtin is cleaved by proteases in the cytoplasm, leading to the formation of cytoplasmic and neuritic aggregates. mHtt also alters vesicular transport and recycling, causes cytosolic and mitochondrial Ca2+  overload, triggers endoplasmic reticulum stress through proteasomal dysfunction, and impairs autophagy function, increasing neuronal death susceptibility. N-terminal fragments containing the polyQ strech translocate to the nucleus where they impair transcription and induce neuronal death.","Human Diseases; Neurodegenerative disease","Huntington disease","Human Diseases"," Neurodegenerative disease"
"ko05020","edgeR","Vermont","AMF_EBPR",2.1620749509335e-08,0.992256304398021,6.80016001549643,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",2.1620749509335e-08,1.33244153952879e-07,"BH","Prion disease","Prion diseases, also termed transmissible spongiform encephalopathies (TSEs), are a group of fatal neurodegenerative diseases that affect humans and a number of other animal species. The etiology of these diseases is thought to be associated with the conversion of a normal protein, PrPC, into an infectious, pathogenic form, PrPSc. The conversion is induced by prion infections (for example, variant Creutzfeldt-Jakob disease (vCJD), iatrogenic CJD, Kuru), mutations (familial CJD, Gerstmann-Straussler-Scheinker syndrome, fatal familial insomnia (FFI)) or unknown factors (sporadic CJD (sCJD)), and is thought to occur after PrPC has reached the plasma membrane or is re-internalized for degradation. The PrPSc form shows greater protease resistance than PrPC and accumulates in affected individuals, often in the form of extracellular plaques. Pathways that may lead to neuronal death comprise oxidative stress, regulated activation of complement, ubiquitin-proteasome and endosomal-lysosomal systems, synaptic alterations and dendritic atrophy, corticosteroid response, and endoplasmic reticulum stress. In addition, the conformational transition could lead to the lost of a beneficial activity of the natively folded protein, PrPC.","Human Diseases; Neurodegenerative disease","Prion disease","Human Diseases"," Neurodegenerative disease"
"ko05100","edgeR","Vermont","AMF_EBPR",0.00271462089290369,-0.548507133042921,2.68944830579743,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",0.00271462089290369,0.00705269153548509,"BH","Bacterial invasion of epithelial cells","Many pathogenic bacteria can invade phagocytic and non-phagocytic cells and colonize them intracellularly, then become disseminated to other cells. Invasive bacteria induce their own uptake by non-phagocytic host cells (e.g. epithelial cells) using two mechanisms referred to as zipper model and trigger model. Listeria, Staphylococcus, Streptococcus, and Yersinia are examples of bacteria that enter using the zipper model. These bacteria express proteins on their surfaces that interact with cellular receptors, initiating signalling cascades that result in close apposition of the cellular membrane around the entering bacteria. Shigella and Salmonella are the examples of bacteria entering cells using the trigger model. These bacteria use type III secretion systems to inject protein effectors that interact with the actin cytoskeleton.","Human Diseases; Infectious disease: bacterial","Bacterial invasion of epithelial cells","Human Diseases"," Infectious disease: bacterial"
"ko05110","edgeR","Vermont","AMF_EBPR",1.95302150074627e-09,1.06585607928909,6.46314249228119,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",1.95302150074627e-09,1.39878566945341e-08,"BH","Vibrio cholerae infection","Cholera toxin (CTX) is one of the main virulence factors of Vibrio cholerae. Once secreted, CTX B-chain (CTXB) binds to ganglioside GM1 on the surface of the host's cells. After binding takes place, the entire CTX complex is carried from plasma membrane (PM) to endoplasmic reticulum (ER). In the ER, the A-chain (CTXA) is recognized by protein disulfide isomerase (PDI), unfolded, and delivered to the membrane where the membrane-associated ER-oxidase, Ero1, oxidizes PDI to release the CTXA into the protein-conducting channel, Sec61. CTXA is then retro-translocated to the cytosol and induces water and electrolyte secretion by increasing cAMP levels via adenylate cyclase (AC) to exert toxicity.","Human Diseases; Infectious disease: bacterial","Vibrio cholerae infection","Human Diseases"," Infectious disease: bacterial"
"ko05120","edgeR","Vermont","AMF_EBPR",0.00109246973062561,0.57413442743798,8.86300462145493,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",0.00109246973062561,0.00301567165224778,"BH","Epithelial cell signaling in Helicobacter pylori infection","Two major virulence factors of H. pylori are the vacuolating cytotoxin (VacA) and the cag type-IV secretion system (T4SS) and its translocated effector protein, cytotoxin-associated antigen A (CagA).","Human Diseases; Infectious disease: bacterial","Epithelial cell signaling in Helicobacter pylori infection","Human Diseases"," Infectious disease: bacterial"
"ko05130","edgeR","Vermont","AMF_EBPR",5.01577555574836e-09,-1.97507359655981,-1.54384721709298,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",5.01577555574836e-09,3.32295130568329e-08,"BH","Pathogenic Escherichia coli infection","Enteropathogenic E. coli (EPEC) and enterohemorrhagic E. coli (EHEC) are closely related pathogenic strains of Escherichia coli. The hallmark of EPEC/EHEC infections [DS:H00278 H00277] is induction of attaching and effacing (A/E) lesions that damage intestinal epithelial cells. The capacity to form A/E lesions is encoded mainly by the locus of enterocyte effacement (LEE) pathogenicity island. Tir, Map, EspF, EspG are known LEE-encoded effector proteins secreted via the type III secretion system, which is also LEE-encoded, into the host cell. EPEC and EHEC Tir's link the extracellular bacterium to the cell cytoskeleton. Map and EspF are involved in mitochondrion membrane permeabilization. EspG interacts with tubulins and stimulates microtubule destabilization. LEE-encoded adhesin or intimin (Eae) is exported via the general secretory pathway to the periplasm, where it is inserted into the outer membrane. In addition to Tir, two potential host cell-carried intimin receptors, beta1 integrin (ITGB1) and nucleolin (NCL), have so far been identified. The distinguishing feature of EHEC is the elaboration of Shiga-like toxin (Stx). Stx cleaves ribosomal RNA, thereby disrupting protein synthesis and killing the intoxicated epithelial or endothelial cells.","Human Diseases; Infectious disease: bacterial","Pathogenic Escherichia coli infection","Human Diseases"," Infectious disease: bacterial"
"ko05131","edgeR","Vermont","AMF_EBPR",0.0123400060682499,-0.471564733983738,1.22168794905993,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",0.0123400060682499,0.0294603748476237,"BH","Shigellosis","Shigellosis, or bacillary dysentery, is an intestinal infection caused by Shigella, a genus of enterobacteria. Shigella are potential food-borne pathogens that are capable of colonizing the intestinal epithelium by exploiting epithelial-cell functions and circumventing the host innate immune response. During basolateral entry into the host-cell cytoplasm, Shigella deliver a subset of effectors into the host cells through the type III secretion system. The effectors induce membrane ruffling through the stimulation of the Rac1-WAVE-Arp2/3 pathway, enabling bacterial entry into the epithelial cells. During multiplication within the cells, Shigella secrete another subset of effectors. VirG induces actin polymerization at one pole of the bacteria, allowing the bacteria to spread intracellularly and to infect adjacent cells. OspF, OspG and IpaH(9.8) downregulate the production of proinflammatory cytokines such as IL-8, helping bacteria circumvent the innate immune response.","Human Diseases; Infectious disease: bacterial","Shigellosis","Human Diseases"," Infectious disease: bacterial"
"ko05140","edgeR","Vermont","AMF_EBPR",0.00023934693847328,0.693206618527891,1.48924230835659,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",0.00023934693847328,0.000783048625869374,"BH","Leishmaniasis","Leishmania is an intracellular protozoan parasite of macrophages that causes visceral, mucosal, and cutaneous diseases. The parasite is transmitted to humans by sandflies, where they survive and proliferate intracellularly by deactivating the macrophage. Successful infection of Leishmania is achieved by alteration of signaling events in the host cell, leading to enhanced production of the autoinhibitory molecules like TGF-beta and decreased induction of cytokines such as IL12 for protective immunity. Nitric oxide production is also inhibited. In addition, defective expression of major histocompatibility complex (MHC) genes silences subsequent T cell activation mediated by macrophages, resulting in abnormal immune responses.","Human Diseases; Infectious disease: parasitic","Leishmaniasis","Human Diseases"," Infectious disease: parasitic"
"ko05142","edgeR","Vermont","AMF_EBPR",1.15170244807652e-14,1.37915117829623,7.42493304148341,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",1.15170244807652e-14,1.17385057207799e-13,"BH","Chagas disease","Trypanosoma cruzi is an intracellular protozoan parasite that causes Chagas disease, also called American trypanosomiasis. The parasite life cycle involves hematophagous reduviid bugs as vectors. Once parasites enter the host body, they invade diverse host cells including cardiomyocytes. Establishment of infection depends on various parasite molecules such as cruzipain, oligopeptidase B, and trans-sialidase that activate Ca2+ signaling. Internalized parasites escape from the parasitophorous vacuole using secreted pore-forming TcTOX molecule and replicate in the cytosol. Multiplied parasites eventually lyse infected host cells and are released in the circulation. During these events, the parasites manipulate host innate immunity and elicit cardiomyocyte hypertrophy. T lymphocyte responses are also disturbed.","Human Diseases; Infectious disease: parasitic","Chagas disease","Human Diseases"," Infectious disease: parasitic"
"ko05143","edgeR","Vermont","AMF_EBPR",4.1099597778479e-19,1.60553143755014,7.42936024834567,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",4.1099597778479e-19,4.53808058804039e-18,"BH","African trypanosomiasis","Trypanosoma brucei, the parasite responsible for African trypanosomiasis (sleeping sickness), are spread by the tsetse fly in sub-Saharan Africa. The parasites are able to pass through the blood-brain barrier and cause neurological damage by inducing cytokines like TNF alpha, IFN gamma, and IL1. These cytokines and other metabolites such as nitric oxide and somnogenic prostaglandin D2 disturb circadian rhythms in patients with African trypanosomiasis.","Human Diseases; Infectious disease: parasitic","African trypanosomiasis","Human Diseases"," Infectious disease: parasitic"
"ko05144","edgeR","Vermont","AMF_EBPR",0.00839302819458256,-0.500816229859775,2.08828163838544,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",0.00839302819458256,0.0205940043663368,"BH","Malaria","Plasmodium protozoa are parasites that account for malaria infection. Sporozoite forms of the parasite are injected by mosquito bites under the skin and are carried to the liver where they develop into the merozoite form.","Human Diseases; Infectious disease: parasitic","Malaria","Human Diseases"," Infectious disease: parasitic"
"ko05145","edgeR","Vermont","AMF_EBPR",2.77306470943442e-08,0.982723266491841,8.84516565343523,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",2.77306470943442e-08,1.63302699555582e-07,"BH","Toxoplasmosis","Toxoplasma gondii is an obligate intracellular parasite that is prevalent worldwide. The tachyzoite form acquired by oral ingestion downmodulates proinflammatory signaling pathways via various mechanisms. During early infection, nuclear translocation of NFkB is temporally blocked and p38 MAPK phosphorylation is prevented, suppressing IL-12 production. Another pathway for IL-12 induction occurs through CCR5 dependent pathway, but parasitic induction of an eicosanoid LXA4 contributes to the downregulation of IL-12. Direct activation of STAT3 by the parasite enhance anti-inflammatory function of IL-10 and TGF beta. T. gondii can cause lifelong chronic infection by establishing an anti-apoptotic environment through induction of bcl-2 or IAPs and by redirecting LDL-mediated cholesterol transport to scavenge nutrients from the host.","Human Diseases; Infectious disease: parasitic","Toxoplasmosis","Human Diseases"," Infectious disease: parasitic"
"ko05150","edgeR","Vermont","AMF_EBPR",9.70690772094109e-05,0.687302124704509,7.00032726005165,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",9.70690772094109e-05,0.000362300076908365,"BH","Staphylococcus aureus infection","Staphylococcus aureus can cause multiple forms of infections ranging from superficial skin infections to food poisoning and life-threatening infections. The organism has several ways to divert the effectiveness of the immune system: secreting immune modulating proteins that inhibit complement activation and neutrophil chemotaxis or lysis, modulating the sensitivity to cationic antimicrobial peptides (such as defensin) by increasing the positive net charge of its cytoplasmic membrane, and expression of superantigens that prevent development of a normal immune response or cause an emetic response when ingested.","Human Diseases; Infectious disease: bacterial","Staphylococcus aureus infection","Human Diseases"," Infectious disease: bacterial"
"ko05160","edgeR","Vermont","AMF_EBPR",3.09356490897285e-06,0.889385808249125,1.86195629527228,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",3.09356490897285e-06,1.36632450146301e-05,"BH","Hepatitis C","Hepatitis C virus (HCV) is a major cause of chronic liver disease. The HCV employ several strategies to perturb host cell immunity. After invasion, HCV RNA genome functions directly as an mRNA in the cytoplasm of the host cell and forms membrane-associated replication complexes along with non-structural proteins. Viral RNA can trigger the RIG-I pathway and interferon production during this process. Translated HCV protein products regulate immune response to inhibit the action of interferon. HCV core and NS5A proteins appear to be the most important molecules with regulatory functions that modulate transcription, cellular proliferation, and apoptosis.","Human Diseases; Infectious disease: viral","Hepatitis C","Human Diseases"," Infectious disease: viral"
"ko05200","edgeR","Vermont","AMF_EBPR",0.00538582237223667,0.488675528290267,10.3644369086375,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",0.00538582237223667,0.0137234896984877,"BH","Pathways in cancer",NA,"Human Diseases; Cancer: overview","Pathways in cancer","Human Diseases"," Cancer: overview"
"ko05210","edgeR","Vermont","AMF_EBPR",3.00314037451408e-08,0.980212412771727,8.84244405089732,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",3.00314037451408e-08,1.69325999839624e-07,"BH","Colorectal cancer","Colorectal cancer (CRC) is the second largest cause of cancer-related deaths in Western countries. CRC arises from the colorectal epithelium as a result of the accumulation of genetic alterations in defined oncogenes and tumour suppressor genes (TSG). Two major mechanisms of genomic instability have been identified in sporadic CRC progression. The first, known as chromosomal instability (CIN), results from a series of genetic changes that involve the activation of oncogenes such as K-ras and inactivation of TSG such as p53, DCC/Smad4, and APC. The second, known as microsatellite instability (MSI), results from inactivation of the DNA mismatch repair genes MLH1 and/or MSH2 by hypermethylation of their promoter, and secondary mutation of genes with coding microsatellites, such as transforming growth factor receptor II (TGF-RII) and BAX. Hereditary syndromes have germline mutations in specific genes (mutation in the tumour suppressor gene APC on chromosome 5q in FAP, mutated DNA mismatch repair genes in HNPCC).","Human Diseases; Cancer: specific types","Colorectal cancer","Human Diseases"," Cancer: specific types"
"ko05212","edgeR","Vermont","AMF_EBPR",3.00185213938944e-49,-4.61104499653859,-0.0284771235950978,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",3.00185213938944e-49,1.98872704234551e-47,"BH","Pancreatic cancer","Infiltrating ductal adenocarcinoma is the most common malignancy of the pancreas. When most investigators use the term 'pancreatic cancer' they are referring to pancreatic ductal adenocarcinoma (PDA). Normal duct epithelium progresses to infiltrating cancer through a series of histologically defined precursors (PanINs). The overexpression of HER-2/neu and activating point mutations in the K-ras gene occur early, inactivation of the p16 gene at an intermediate stage, and the inactivation of p53, SMAD4, and BRCA2 occur relatively late. Activated K-ras engages multiple effector pathways. Although EGF receptors are conventionally regarded as upstream activators of RAS proteins, they can also act as RAS signal transducers via RAS-induced autocrine activation of the EGFR family ligands. Moreover, PDA shows extensive genomic instability and aneuploidy. Telomere attrition and mutations in p53 and BRCA2 are likely to contribute to these phenotypes. Inactivation of the SMAD4 tumour suppressor gene leads to loss of the inhibitory influence of the transforming growth factor-beta signalling pathway.","Human Diseases; Cancer: specific types","Pancreatic cancer","Human Diseases"," Cancer: specific types"
"ko05214","edgeR","Vermont","AMF_EBPR",0.000116720939342547,0.768253117786989,0.767858375010575,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",0.000116720939342547,0.000406987485865461,"BH","Glioma","Gliomas are the most common of the primary brain tumors and account for more than 40% of all central nervous system neoplasms. Gliomas include tumours that are composed predominantly of astrocytes (astrocytomas), oligodendrocytes (oligodendrogliomas), mixtures of various glial cells (for example,oligoastrocytomas) and ependymal cells (ependymomas). The most malignant form of infiltrating astrocytoma - glioblastoma multiforme (GBM) - is one of the most aggressive human cancers. GBM may develop de novo (primary glioblastoma) or by progression from low-grade or anaplastic astrocytoma (secondary glioblastoma). Primary glioblastomas develop in older patients and typically show genetic alterations (EGFR amplification, p16/INK4a deletion, and PTEN mutations) at frequencies of 24-34%. Secondary glioblastomas develop in younger patients and frequently show overexpression of PDGF and CDK4 as well as p53 mutations (65%) and loss of Rb playing major roles in such transformations. Loss of PTEN has been implicated in both pathways, although it is much more common in the pathogenesis of primary GBM.","Human Diseases; Cancer: specific types","Glioma","Human Diseases"," Cancer: specific types"
"ko05215","edgeR","Vermont","AMF_EBPR",0.0165318885286234,0.420864429457839,8.43076453244153,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",0.0165318885286234,0.0371266988142813,"BH","Prostate cancer","Prostate cancer constitutes a major health problem in Western countries. It is the most frequently diagnosed cancer among men and the second leading cause of male cancer deaths. The identification of key molecular alterations in prostate-cancer cells implicates carcinogen defenses (GSTP1), growth-factor-signaling pathways (NKX3.1, PTEN, and p27), and androgens (AR) as critical determinants of the phenotype of prostate-cancer cells. Glutathione S-transferases (GSTP1) are detoxifying enzymes. Cells of prostatic intraepithelial neoplasia, devoid of GSTP1, undergo genomic damage mediated by carcinogens. NKX3.1, PTEN, and p27 regulate the growth and survival of prostate cells in the normal prostate. Inadequate levels of PTEN and NKX3.1 lead to a reduction in p27 levels and to increased proliferation and decreased apoptosis. Androgen receptor (AR) is a transcription factor that is normally activated by its androgen ligand. During androgen withdrawal therapy, the AR signal transduction pathway also could be activated by amplification of the AR gene, by AR gene mutations, or by altered activity of AR coactivators. Through these mechanisms, tumor cells lead to the emergence of androgen-independent prostate cancer.","Human Diseases; Cancer: specific types","Prostate cancer","Human Diseases"," Cancer: specific types"
"ko05219","edgeR","Vermont","AMF_EBPR",0.00546593453621567,-0.488269620339908,8.0763009770057,"Vermont vs AMF_EBPR","edgeR","Vermont","AMF_EBPR",0.00546593453621567,0.0137949776390205,"BH","Bladder cancer","The urothelium covers the luminal surface of almost the entire urinary tract, extending from the renal pelvis, through the ureter and bladder, to the proximal urethra. The majority of urothelial carcinoma are bladder carcinomas, and urothelial carcinomas of the renal pelvis and ureter account for only approximately 7% of the total. Urothelial tumours arise and evolve through divergent phenotypic pathways. Some tumours progress from urothelial hyperplasia to low-grade non-invasive superficial papillary tumours. More aggressive variants arise either from flat, high-grade carcinoma in situ (CIS) and progress to invasive tumours, or they arise de novo as invasive tumours. Low-grade papillary tumors frequently show a constitutive activation of the receptor tyrosine kinase-Ras pathway, exhibiting activating mutations in the HRAS and fibroblast growth factor receptor 3 (FGFR3) genes. In contrast, CIS and invasive tumors frequently show alterations in the TP53 and RB genes and pathways. Invasion and metastases are promoted by several factors that alter the tumour microenvironment, including the aberrant expression of E-cadherins (E-cad), matrix metalloproteinases (MMPs), angiogenic factors such as vascular endothelial growth factor (VEGF).","Human Diseases; Cancer: specific types","Bladder cancer","Human Diseases"," Cancer: specific types"
